,title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,price_category,mileage_category
380,Toyota Corolla Altis Grande CVT-i 1.8,5500000,Karachi,2019,65500,Petrol,Automatic,Sindh,Super white,Local,1800,High,Medium
381,Toyota Corolla GLi Automatic 1.3 VVTi,4050000,Gujrat,2015,116000,Petrol,Automatic,Lahore,Silver,Imported,1300,High,High
382,Honda Vezel Hybrid Z,4450000,Gujranwala,2014,60000,Hybrid,Automatic,Punjab,White,Imported,1500,High,Medium
384,Suzuki Mehran VXR,875000,Quetta,2010,69000,Petrol,Not Available,Quetta,Grey,Local,800,Low,Medium
386,Toyota Corolla GLi 1.3 VVTi,3800000,Fateh jang,2014,30000,Petrol,Not Available,Lahore,Black,Local,1300,Medium,Low
387,Suzuki Mehran VXR,690000,Islamabad,2008,1000000,Petrol,Not Available,Islamabad,Snow White Pearl,Local,800,Low,High
388,KIA Sportage AWD,8500000,Karachi,2023,3000,Petrol,Automatic,Karachi,White,Local,2000,High,Low
389,Suzuki Baleno JXR,795000,Karachi,2004,125412,Petrol,Not Available,Sindh,Silky Silver,Local,1300,Low,High
391,Suzuki Cultus EURO II,1455000,Chowk azam,2014,100000,Petrol,Not Available,Sindh,Gold,Local,1000,Low,Medium
394,Honda City 1.3 i-VTEC,3500000,Islamabad,2018,71000,Petrol,Not Available,Islamabad,White,Local,1300,Medium,Medium
395,Toyota Corolla Altis Grande CVT-i 1.8,4320000,Lahore,2015,137000,Petrol,Automatic,Lahore,Attitude Black,Local,1800,High,High
401,Toyota Aqua S,3675000,Lahore,2013,135000,Hybrid,Automatic,Islamabad,Silver,Imported,1500,Medium,High
405,Honda Vezel Hybrid Z,4675000,Lahore,2014,110000,Hybrid,Automatic,Punjab,White,Imported,1500,High,High
409,Suzuki Alto VXR,2400000,Hyderabad,2022,30000,Petrol,Not Available,Sindh,Solid White,Local,660,Medium,Low
410,Suzuki Wagon R VXL,3000000,Gujranwala,2021,43000,Petrol,Not Available,Punjab,White,Local,1000,Medium,Low
411,Suzuki Cultus VXR,2600000,Karachi,2018,50000,Petrol,Not Available,Sindh,Silky Silver,Local,1000,Medium,Low
413,Suzuki Mehran VXR Euro II,1345000,Rawalpindi,2017,133000,Petrol,Not Available,Islamabad,Solid White,Local,796,Low,High
415,Honda City Aspire 1.3 i-VTEC,2700000,Lahore,2014,85000,Petrol,Not Available,Sindh,Taffeta White,Local,1300,Medium,Medium
417,Toyota Aqua S,3500000,Karachi,2014,90000,Hybrid,Automatic,Sindh,Orange,Imported,1500,Medium,Medium
418,Suzuki Alto VXR,2700000,Quetta,2023,2044,Petrol,Not Available,Sindh,Solid White,Local,660,Medium,Low
422,Suzuki Wagon R Hybrid FX,3600000,Peshawar,2020,130317,Hybrid,Automatic,Un-Registered,Blue,Imported,660,Medium,High
423,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3550000,Rawalpindi,2013,140000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,Medium,High
426,Suzuki Wagon R,3470000,Islamabad,2020,3126,Hybrid,Automatic,Un-Registered,Silver,Imported,660,Medium,Low
427,Toyota C-HR G-LED,8900000,Islamabad,2019,104780,Hybrid,Automatic,Un-Registered,White,Imported,1800,High,High
428,Daihatsu Mira X SA lll,4000000,Karachi,2021,80,Petrol,Automatic,Un-Registered,Silver,Imported,660,Medium,Low
429,Daihatsu Mira X SA lll,3900000,Karachi,2021,10000,Petrol,Automatic,Un-Registered,Pearl White,Imported,660,Medium,Low
431,Toyota Fortuner 2.7 VVTi,14000000,Lahore,2020,17488,Petrol,Automatic,Lahore,Black,Local,2700,High,Low
432,Toyota Yaris ATIV CVT 1.3,4200000,Lahore,2020,39000,Petrol,Automatic,Punjab,Orange,Local,1300,High,Low
433,Toyota Corolla XLi VVTi,3375000,Karachi,2017,42000,Petrol,Not Available,Karachi,White,Local,1300,Medium,Low
434,Toyota Prado TX L Package 2.7,28900000,Lahore,2018,63420,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,High,Medium
436,Honda Civic EXi Prosmatec,1315000,Karachi,2002,200000,Petrol,Automatic,Sindh,Rose Mist,Local,1500,Low,High
437,Toyota Corolla SE Limited,969999,Nowshera,1994,154860,Petrol,Not Available,Sindh,Red,Imported,1500,Low,High
439,Suzuki Cultus Auto Gear Shift,2950000,Lahore,2018,80000,Petrol,Automatic,Lahore,Maroon,Local,1000,Medium,Medium
440,Suzuki Alto VXL AGS,2830000,Gujranwala,2022,28000,Petrol,Automatic,Punjab,Solid White,Local,660,Medium,Low
441,Suzuki Mehran VXR (CNG),650000,Abbottabad,2008,85000,Petrol,Not Available,Sindh,Blue,Local,800,Low,Medium
442,Suzuki Alto VXR,2500000,Multan,2022,20000,Petrol,Not Available,Punjab,White,Local,660,Medium,Low
443,Hyundai Sonata 2.5,10000000,Gujranwala,2022,36000,Petrol,Automatic,Islamabad,White,Local,2500,High,Low
446,Suzuki Mehran VXR (CNG),650000,Abbottabad,2008,85000,Petrol,Not Available,Sindh,Blue,Local,800,Low,Medium
447,Suzuki Alto VXR (CNG),850000,Karachi,2008,164000,Petrol,Not Available,Karachi,Blue,Local,1000,Low,High
448,Suzuki Cultus EURO II,1400000,Tarbela,2014,60000,Petrol,Not Available,Lahore,Solid White,Local,1000,Low,Medium
449,Suzuki Khyber GA,350000,Lahore,1992,80000,Petrol,Not Available,Lahore,Grey,Local,1000,Low,Medium
451,Suzuki Swift DLX 1.3 Navigation,2465000,Islamabad,2017,85000,Petrol,Not Available,Islamabad,Solid White,Local,1300,Medium,Medium
452,Toyota Corolla GLi 1.3 VVTi,2325000,Sialkot,2011,17,Petrol,Not Available,Punjab,Black,Local,1300,Medium,Low
454,Toyota Corolla GLi Automatic 1.3 VVTi,4140000,Rawalpindi,2015,87800,Petrol,Automatic,Lahore,Grey,Local,1300,High,Medium
456,Toyota Corolla GLi 1.3,1750000,Karachi,2007,295000,Petrol,Not Available,Karachi,silver metallic,Local,1300,Low,High
457,Honda City 1.3 i-VTEC,3150000,Karachi,2018,93000,Petrol,Not Available,Karachi,White,Local,1300,Medium,Medium
458,Suzuki Alto VXL AGS,2550000,Karachi,2020,48000,Petrol,Automatic,Sindh,Solid White,Local,660,Medium,Low
464,Honda City 1.3 i-VTEC,2650000,Lahore,2013,16666,Petrol,Not Available,Lahore,Grey,Local,1300,Medium,Low
466,Suzuki Wagon R VXR,2700000,Burewala,2019,75000,Petrol,Not Available,Punjab,Silver,Imported,660,Medium,Medium
468,Suzuki Alto VXL AGS,2680000,Karachi,2021,32000,Petrol,Automatic,Karachi,Silky Silver,Local,660,Medium,Low
469,Suzuki Cultus VXL,4050000,Lahore,2023,14,Petrol,Not Available,Un-Registered,White,Local,1000,High,Low
470,Honda City 1.2L CVT,4350000,Karachi,2022,26000,Petrol,Automatic,Karachi,Lunar Silver Metallic,Local,1200,High,Low
472,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3650000,Nowshera cantt,2014,180,Petrol,Automatic,Islamabad,Alabaster Silver,Local,1800,Medium,Low
474,Honda City 1.3 i-VTEC,3785000,Multan,2021,39350,Petrol,Not Available,Punjab,Taffeta White,Local,1300,Medium,Low
475,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,7450000,Lahore,2022,7200,Petrol,Automatic,Punjab,Super white,Local,1800,High,Low
476,Honda City 1.3 i-VTEC,3550000,Multan,2019,72000,Petrol,Not Available,Lahore,Taffeta White,Local,1300,Medium,Medium
477,Honda City 1.3 i-VTEC,2350000,Jauharabad,2009,106000,Petrol,Not Available,Lahore,Grey,Local,1300,Medium,High
478,Toyota Corolla GLi 1.3 VVTi,2950000,Mian wali,2010,138000,Petrol,Not Available,Punjab,Graphite Grey,Local,1300,Medium,High
479,Suzuki Wagon R VXL,2300000,Mian channu,2018,81000,Petrol,Not Available,Lahore,White,Local,1000,Medium,Medium
481,Honda City 1.3 i-VTEC Prosmatec,2700000,Lahore,2011,147000,Petrol,Automatic,Lahore,Crystal Black Pearl,Local,1300,Medium,High
482,Suzuki Mehran VX,690000,Islamabad,2011,90000,Petrol,Not Available,Karachi,White,Local,800,Low,Medium
483,Daihatsu Mira X SA lll,3575000,Faisalabad,2021,18500,Petrol,Automatic,Un-Registered,Turquoise,Imported,660,Medium,Low
486,Toyota Aqua S,6625000,Karachi,2021,55188,Hybrid,Automatic,Un-Registered,White,Imported,1500,High,Medium
487,Honda City 1.3 i-VTEC,3150000,Lahore,2015,71000,Petrol,Not Available,Lahore,White,Local,1300,Medium,Medium
488,Toyota Corolla Altis Automatic 1.6,4800000,Karachi,2019,76000,Petrol,Automatic,Karachi,Super White,Local,1600,High,Medium
489,Honda Civic Oriel 1.8 i-VTEC CVT,6150000,Karachi,2020,38000,Petrol,Automatic,Karachi,Taffeta White,Local,1800,High,Low
491,KIA Sportage FWD,7000000,Islamabad,2021,35000,Petrol,Automatic,Islamabad,White,Local,2000,High,Low
493,Honda Civic Oriel 1.8 i-VTEC CVT,5400000,Lahore,2017,85031,Petrol,Automatic,Punjab,Black,Local,1800,High,Medium
495,Suzuki Wagon R VXL,2550000,Rawalpindi,2019,98000,Petrol,Not Available,Islamabad,Solid White,Local,1000,Medium,Medium
496,Toyota Yaris ATIV X CVT 1.5,4350000,Gujrat,2021,40000,Petrol,Automatic,Islamabad,Grey,Local,1500,High,Low
500,Suzuki Cultus EURO II,1380000,Karachi,2014,91753,Petrol,Not Available,Karachi,Solid White,Local,1000,Low,Medium
501,Suzuki Cultus VXR,990000,Rawalpindi,2007,78550,Petrol,Not Available,Islamabad,Blue,Local,1000,Low,Medium
502,Toyota Corolla,450000,Pind dadan khan,2011,123455,Diesel,Not Available,Punjab,White,Local,1800,Low,High
504,Suzuki Mehran VX,850000,Lahore,2011,42850,Petrol,Not Available,Lahore,Silver Metallic,Local,800,Low,Low
505,Suzuki Mehran VXR (CNG),675000,Lahore,2009,50000,Petrol,Not Available,Punjab,Solid White,Local,800,Low,Low
507,Honda City 1.3 i-VTEC Prosmatec,3250000,Karachi,2017,44000,Petrol,Automatic,Karachi,Black,Local,1300,Medium,Low
509,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2750000,Multan,2011,186000,Petrol,Automatic,Islamabad,Black,Local,1800,Medium,High
510,Honda City 1.3 i-VTEC Prosmatec,3000000,Karachi,2015,238000,Petrol,Automatic,Sindh,Gold,Local,1300,Medium,High
512,KIA Sportage FWD,7134999,Gujranwala,2021,58000,Petrol,Automatic,Islamabad,White,Local,2000,High,Medium
513,Toyota Corolla GLi 1.3 VVTi,2500000,Rawalpindi,2012,145000,Petrol,Not Available,Islamabad,Burgundy,Local,1300,Medium,High
518,Toyota Yaris Hatchback,4700000,Karachi,2021,87500,Petrol,Automatic,Un-Registered,White,Imported,1000,High,Medium
520,Suzuki Alto VXL AGS,2625000,Lahore,2022,57000,Petrol,Automatic,Islamabad,Solid White,Local,660,Medium,Medium
521,Toyota Fortuner 2.8 Sigma 4,16600000,Lahore,2022,38000,Diesel,Automatic,Punjab,Attitude Black,Local,2800,High,Low
523,Suzuki Cultus VXL,800000,Islamabad,2005,150000,Petrol,Not Available,Lahore,Silver,Local,1000,Low,High
524,Honda Civic VTi Oriel 1.8 i-VTEC,2600000,Rawalpindi,2007,230000,Petrol,Not Available,Lahore,Silky Silver,Local,1800,Medium,High
526,Toyota Corolla Altis X Automatic 1.6,5250000,Karachi,2021,32000,Petrol,Automatic,Karachi,White,Local,1600,High,Low
527,Suzuki Cultus VXR,950000,Islamabad,2007,1,Petrol,Not Available,Punjab,Blue,Local,1000,Low,Low
528,Honda Civic Oriel 1.8 i-VTEC CVT,5300000,Rawalpindi,2018,108000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,High
529,Toyota Corolla,1600000,Rawat,1999,250000,Petrol,Automatic,Punjab,Green,Imported,1600,Low,High
530,KIA Sportage AWD,6200000,Rahim yar khan,2019,73000,Petrol,Automatic,Islamabad,White,Local,2000,High,Medium
532,Suzuki Cultus VXL,2430000,Lahore,2017,120220,Petrol,Not Available,Islamabad,White,Local,1000,Medium,High
533,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2400000,Islamabad,2007,300000,Petrol,Automatic,Lahore,White,Local,1800,Medium,High
534,Toyota Corolla GLi 1.3 VVTi,4450000,Chakwal,2018,59000,Petrol,Not Available,Islamabad,Silver Metallic,Local,1300,High,Medium
536,Honda City 1.2L CVT,4450000,Faisalabad,2022,23000,Petrol,Automatic,Islamabad,Taffeta White,Local,1200,High,Low
537,Honda Civic VTi Oriel 1.8 i-VTEC,3050000,Karachi,2013,128000,Petrol,Not Available,Sindh,Alabaster Silver,Local,1800,Medium,High
539,KIA Sportage FWD,6950000,Gujranwala,2021,89500,Petrol,Automatic,Islamabad,White,Local,2000,High,Medium
540,Suzuki Cultus VXRi,1050000,Rawalpindi,2008,123000,Petrol,Not Available,Lahore,Blue,Local,1000,Low,High
541,KIA Sportage FWD,6500000,Karachi,2019,45000,Petrol,Automatic,Sindh,Black,Local,2000,High,Low
545,Suzuki Swift DLX 1.3,2180000,Rawalpindi,2013,117000,Petrol,Not Available,Lahore,Silky Silver,Local,1300,Low,High
546,Honda Civic Oriel 1.8 i-VTEC CVT,6900000,Lahore,2021,52196,Petrol,Automatic,Punjab,Taffeta White,Local,1800,High,Medium
550,KIA Sportage AWD,6850000,Lahore,2021,28050,Petrol,Automatic,Un-Registered,White,Local,2000,High,Low
551,Toyota Corolla,4100000,Abbottabad,2021,39000,Petrol,Not Available,Islamabad,Silver,Local,1300,High,Low
553,Honda Civic Oriel 1.8 i-VTEC CVT,6150000,Karachi,2020,28000,Petrol,Automatic,Karachi,Crystal Black,Local,1800,High,Low
554,Suzuki Alto VXR (CNG),695000,Karachi,2004,125000,Petrol,Not Available,Karachi,Graphite Grey,Imported,1000,Low,High
555,Suzuki Bolan VX Euro II,1920000,Kohat,2021,42800,Petrol,Not Available,Punjab,Solid White,Local,800,Low,Low
556,Toyota C-HR G-LED,8000000,Mardan,2018,99000,Hybrid,Automatic,Un-Registered,Black,Imported,1800,High,Medium
558,Suzuki Mehran VXR Euro II,1080000,Muzaffarabad,2014,40000,Petrol,Not Available,Islamabad,Grey,Local,800,Low,Low
560,Honda City i-DSI,2100000,Chichawatni,2007,160000,Petrol,Not Available,Karachi,Alabaster Silver,Local,1300,Low,High
561,Toyota Corolla SE Limited,795000,Lahore,2006,786,Petrol,Not Available,Punjab,White,Imported,1300,Low,Low
562,Honda N Wgn G,3600000,Sheikhupura,2020,350000,Petrol,Automatic,Un-Registered,Blue,Imported,660,Medium,High
563,Toyota Vitz F 1.0,2150000,Rawalpindi,2011,81000,Petrol,Automatic,Islamabad,White,Imported,1000,Low,Medium
564,Toyota Corolla GLi Automatic 1.3 VVTi,4200000,Karachi,2018,71600,Petrol,Automatic,Karachi,White,Local,1300,High,Medium
568,Honda City i-DSI,1775000,Islamabad,2006,175000,Petrol,Not Available,Lahore,Alabaster Silver,Local,1300,Low,High
569,Toyota Corolla XLi VVTi,4000000,Islamabad,2019,71000,Petrol,Not Available,Islamabad,White,Local,1300,Medium,Medium
570,Toyota Vitz F 1.0,3100000,Karachi,2015,91500,Petrol,Automatic,Sindh,Silver,Imported,1000,Medium,Medium
572,Changan Alsvin 1.5L DCT Lumiere,4450000,Islamabad,2022,7000,Petrol,Automatic,Un-Registered,Steller White,Local,1500,High,Low
573,Suzuki Mehran VXR,795000,Rawalpindi,2008,786,Petrol,Not Available,Lahore,Snow White Pearl,Local,800,Low,Low
574,Suzuki Alto,2500000,Dadu,2023,42000,Petrol,Not Available,Sindh,Silver,Local,660,Medium,Low
578,Toyota Yaris Hatchback,5030000,Karachi,2020,33000,Petrol,Automatic,Un-Registered,White,Imported,1000,High,Low
590,Suzuki Cultus Limited Edition,1698999,Kharian,2016,79000,Petrol,Not Available,Lahore,Silky Silver,Local,1000,Low,Medium
591,Suzuki Bolan VX Euro II,1360000,Rawalpindi,2017,125000,Petrol,Not Available,Lahore,Solid White,Local,800,Low,High
592,Honda Civic VTi Prosmatec 1.8 i-VTEC,2650000,Rawalpindi,2011,1580,Petrol,Automatic,Rawalpindi,Black,Local,1800,Medium,Low
593,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2250000,Rawalpindi,2007,250000,Petrol,Automatic,Islamabad,Crystal Black,Local,1800,Medium,High
595,Toyota Corolla XLi VVTi,2595000,Islamabad,2014,90000,Petrol,Not Available,Lahore,Black,Local,1300,Medium,Medium
596,Toyota Corolla Altis Automatic 1.6,3750000,Karachi,2015,52000,Petrol,Automatic,Karachi,Attitude Black,Local,1600,Medium,Medium
599,Toyota Corolla GLi 1.3 VVTi,4300000,Karachi,2019,19000,Petrol,Not Available,Karachi,Black,Local,1300,High,Low
600,Toyota Corolla GLi 1.3 VVTi,3100000,Islamabad,2014,100000,Petrol,Not Available,Islamabad,Silver Metallic,Local,1300,Medium,Medium
601,Daihatsu Mira L,3325000,Gujranwala,2019,58000,Petrol,Automatic,Un-Registered,White,Imported,660,Medium,Medium
602,Suzuki Cultus VXR,2500000,Karachi,2018,40000,Petrol,Not Available,Sindh,Graphite Grey,Local,1000,Medium,Low
603,Toyota Vitz F 1.0,1425000,Peshawar,1999,325868,Petrol,Automatic,Quetta,Silver,Imported,1000,Low,High
604,Hyundai Tucson AWD A/T Ultimate,7995000,Islamabad,2022,28000,Petrol,Automatic,Islamabad,White,Local,2000,High,Low
609,Honda City 1.3 i-VTEC Prosmatec,3995000,Lahore,2020,43000,Petrol,Automatic,Islamabad,Crystal Black Pearl,Local,1300,Medium,Low
610,Toyota Hilux Revo V Automatic 2.8,11399999,Hyderabad,2021,51000,Diesel,Automatic,Karachi,White,Local,2800,High,Medium
611,Toyota Hilux Revo V Automatic 2.8,12600000,Hyderabad,2022,38000,Diesel,Automatic,Karachi,Attitude Black,Imported,2800,High,Low
613,Honda City 1.3 i-VTEC,3800000,Hyderabad,2020,63000,Petrol,Not Available,Karachi,Lunar Silver Metallic,Imported,1300,Medium,Medium
614,Daihatsu Mira L,3250000,Islamabad,2020,4000,Petrol,Automatic,Un-Registered,Turquoise,Imported,660,Medium,Low
615,Suzuki Alto VXL AGS,2675000,Islamabad,2021,60000,Petrol,Automatic,Islamabad,Solid White,Local,660,Medium,Medium
617,Changan Alsvin 1.5L DCT Lumiere,3800000,Karachi,2022,11700,Petrol,Automatic,Sindh,Steller White,Local,1500,Medium,Low
618,Honda Civic 1.8 i-VTEC CVT,5500000,Lahore,2018,153000,Petrol,Automatic,Sindh,Lunar Silver Metallic,Local,1800,High,High
620,Suzuki Mehran VX,700000,Karachi,2010,50000,Petrol,Not Available,Karachi,Gray Metallic,Local,800,Low,Low
622,Honda Civic Oriel 1.8 i-VTEC CVT,4560000,Lahore,2017,130000,Petrol,Automatic,Punjab,White,Local,1800,High,High
623,Toyota Corolla GLi Automatic 1.3 VVTi,4000000,Swabi,2017,105000,Petrol,Automatic,Lahore,White,Local,1300,Medium,High
625,Haval H6 HEV,12500000,Multan,2023,4561,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500,High,Low
627,Honda City 1.3 i-VTEC,2895000,Sialkot,2015,96000,Petrol,Not Available,Lahore,Bronze,Local,1300,Medium,Medium
628,Honda Civic,680000,Lahore,1995,150000,Petrol,Not Available,Sindh,Blue,Local,1500,Low,High
629,Toyota Corolla GLi 1.3 VVTi,2560000,Karachi,2014,109000,Petrol,Not Available,Sindh,White,Local,1300,Medium,High
630,Toyota Corolla,695000,Swatmingora,2002,1199,Not Available,Not Available,Lahore,Orange,Imported,2000,Low,Low
631,Suzuki Cultus VXR,2275000,Rawalpindi,2017,122000,Petrol,Not Available,Islamabad,Grey,Local,1000,Medium,High
632,Honda Civic Oriel 1.8 i-VTEC CVT,6250000,Islamabad,2020,56000,Petrol,Automatic,Karachi,Crystal Black,Local,1800,High,Medium
633,Hyundai Tucson AWD A/T Ultimate,8300000,Lahore,2022,47900,Petrol,Automatic,Islamabad,Polar White,Imported,2000,High,Low
637,Haval H6 HEV,12500000,Lahore,2024,1,Hybrid,Automatic,Un-Registered,All Colors,Local,1500,High,Low
641,Suzuki Mehran VXR,755000,Fort abbass,2012,65000,Petrol,Not Available,Punjab,Black,Local,800,Low,Medium
642,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,1930000,Mandi bahauddin,2008,185000,Petrol,Automatic,Lahore,Silky Silver,Local,1800,Low,High
643,Honda Civic Oriel 1.8 i-VTEC CVT,4150000,Mandi bahauddin,2017,236000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,High,High
646,Honda City 1.3 i-VTEC,3160000,Abbottabad,2016,140000,Petrol,Not Available,Lahore,Metallic Steal,Local,1300,Medium,High
648,Toyota Yaris ATIV X CVT 1.5,3950000,Hyderabad,2020,59000,Petrol,Automatic,Karachi,White,Local,1500,Medium,Medium
649,Toyota Yaris Hatchback,4575000,Hyderabad,2021,69900,Petrol,Automatic,Karachi,Silver,Imported,1000,High,Medium
652,Suzuki Swift DLX 1.3 Navigation,2850000,Lahore,2020,62000,Petrol,Not Available,Islamabad,White,Local,1300,Medium,Medium
655,Honda Civic Oriel 1.8 i-VTEC CVT,5750000,Islamabad,2020,45000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Low
656,Toyota Yaris ATIV CVT 1.3,0,Karachi,2021,55000,Petrol,Automatic,Karachi,Silver Metallic,Local,1300,Low,Medium
657,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3600000,Lahore,2015,128399,Petrol,Automatic,Islamabad,Silver,Local,1800,Medium,High
660,Daihatsu Cuore CX Eco,830000,Lahore,2004,77000,Petrol,Not Available,Lahore,White,Local,800,Low,Medium
665,Toyota Corolla GLi Automatic 1.3 VVTi,4190000,Lahore,2017,54000,Petrol,Automatic,Lahore,Silver,Local,1300,High,Medium
666,Suzuki Mehran VX (CNG),760000,Karachi,2012,68983,Petrol,Not Available,Karachi,Graphite Grey,Local,800,Low,Medium
667,Toyota Corolla,1180000,Attock,1994,230000,Petrol,Automatic,Lahore,Silver,Local,1500,Low,High
668,Honda City Aspire Prosmatec 1.5 i-VTEC,3875000,Karachi,2018,80000,Petrol,Automatic,Karachi,Lunar Silver Metallic,Local,1500,Medium,Medium
674,Toyota Prado TX 2.7,26500000,Lahore,2019,38000,Petrol,Automatic,Un-Registered,Super White,Imported,2700,High,Low
675,Toyota Prado TX L Package 2.7,27799999,Lahore,2018,28000,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,2700,High,Low
676,Hyundai Tucson AWD A/T Ultimate,8300000,Lahore,2022,7900,Petrol,Automatic,Islamabad,Black Diamond Metallic,Local,2000,High,Low
677,Toyota Fortuner 2.8 Sigma 4,14500000,Islamabad,2020,264138,Diesel,Automatic,Islamabad,Attitude Black,Local,2800,High,High
680,Toyota Prado TX L Package 2.7,27799999,Lahore,2019,54000,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,2700,High,Medium
681,Hyundai Elantra GLS,6200000,Bahawalpur,2022,40000,Petrol,Automatic,Punjab,White,Local,2000,High,Low
682,Honda City 1.3 i-VTEC Prosmatec,3800000,Karachi,2020,28529,Petrol,Automatic,Sindh,Grey,Local,1300,Medium,Low
684,Toyota Corolla GLi 1.3 VVTi,4400000,Mandi bahauddin,2018,62000,Petrol,Not Available,Islamabad,White,Local,1300,High,Medium
685,Honda City 1.3 i-VTEC,3200000,Lahore,2016,88000,Petrol,Not Available,Lahore,White,Local,1300,Medium,Medium
687,Toyota Corolla,3100000,Karachi,2013,160000,Petrol,Automatic,Sindh,Black,Local,1600,Medium,High
688,KIA Sportage AWD,7300000,Bahawalpur,2021,19200,Petrol,Automatic,Islamabad,White,Local,2000,High,Low
689,Honda City i-DSI,1680000,Lahore,2007,1000,Petrol,Not Available,Sindh,Taffeta White,Local,1300,Low,Low
690,Honda Civic Oriel 1.8 i-VTEC CVT,5750000,Lahore,2019,101000,Petrol,Automatic,Islamabad,Burgundy,Local,1800,High,High
692,Toyota Corolla GLi 1.3 VVTi,2700000,Wah cantt,2012,186000,Petrol,Not Available,Punjab,Silver Metallic,Local,1300,Medium,High
694,Toyota Corolla Altis Automatic 1.6,5200000,Karachi,2020,36000,Petrol,Automatic,Karachi,Graphite Grey,Local,1600,High,Low
