,title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,price_category,mileage_category
43301,Suzuki Mehran VX Euro II,1050000,Islamabad,2013,55000,Petrol,Not Available,Lahore,Grey,Local,800,Low,Medium
43302,Suzuki Mehran VX Euro II,1375000,Rawalpindi,2016,53000,Petrol,Not Available,Islamabad,Graphite Grey,Local,796,Low,Medium
43303,Suzuki Wagon R,1510000,Lahore,2006,96000,Petrol,Automatic,Lahore,Gold,Imported,660,Low,Medium
43304,Suzuki Alto,1230000,Peshawar,1999,8568,Petrol,Automatic,Peshawar,White,Imported,660,Low,Low
43306,Suzuki Mehran VXR Euro II,1550000,Dgkhan,2019,40000,Petrol,Not Available,Punjab,Solid White,Local,796,Low,Low
43312,Suzuki Mehran VX,595000,Lahore,2004,100000,Petrol,Not Available,Lahore,Silver,Local,800,Low,Medium
43313,Honda City i-DSI,1500000,Layyah,2004,301000,Petrol,Not Available,Sindh,Metallic Grey,Local,1300,Low,High
43314,Honda City Aspire 1.5 i-VTEC,3450000,Lahore,2017,112000,Petrol,Not Available,Islamabad,Taffeta White,Local,1500,Medium,High
43315,Suzuki Alto VXR,2600000,Abbottabad,2022,33000,Petrol,Not Available,Islamabad,White,Local,660,Medium,Low
43318,Honda Civic EXi Prosmatec,1900000,Islamabad,2005,250000,Petrol,Automatic,Islamabad,Matelic,Local,1500,Low,High
43319,KIA Sportage AWD,7995000,Lahore,2022,25000,Petrol,Automatic,Punjab,White,Local,2000,High,Low
43323,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3150000,Karachi,2014,80000,Petrol,Automatic,Sindh,Black,Local,1800,Medium,Medium
43324,Toyota Corolla XLi VVTi,3495000,Sargodha,2016,75484,Petrol,Not Available,Lahore,White,Local,1300,Medium,Medium
43325,Suzuki Cultus VXR,2725000,Karachi,2020,50000,Petrol,Not Available,Sindh,White,Local,1000,Medium,Low
43326,Suzuki Mehran VX,415000,Bhakkar,1997,100000,Petrol,Not Available,Sindh,White,Imported,800,Low,Medium
43328,Honda Civic VTi Oriel 1.8 i-VTEC,2750000,Rawalpindi,2010,122000,Petrol,Not Available,Islamabad,White,Local,1800,Medium,High
43329,DFSK Glory 580 Pro,5300000,Gujrat,2021,20000,Petrol,Automatic,Un-Registered,Black,Imported,1500,High,Low
43330,Hyundai Sonata 2.5,9750000,Lahore,2022,45600,Petrol,Automatic,Lahore,Navy,Local,2500,High,Low
43332,Honda Civic EXi,2250000,Islamabad,2005,105993,Petrol,Not Available,Lahore,White,Local,1500,Medium,High
43337,Toyota Corolla GLi 1.3 VVTi,3650000,Jhelum,2016,123422,Petrol,Not Available,Lahore,White,Local,1300,Medium,High
43338,Suzuki Mehran VX,780000,Rawalpindi,2006,34800,Petrol,Not Available,Islamabad,Snow White Pearl,Local,800,Low,Low
43339,Honda City 1.3 i-VTEC Prosmatec,3500000,Mian wali,2017,116700,Petrol,Automatic,Lahore,Taffeta White,Local,1300,Medium,High
43340,Changan Alsvin 1.5L DCT Lumiere,3475000,Karachi,2021,30000,Petrol,Automatic,Lahore,Grey,Local,1500,Medium,Low
43341,Toyota Corolla Altis Grande CVT-i 1.8,6000000,Sukkur,2019,45408,Petrol,Automatic,Sindh,White,Local,1800,High,Low
43343,Toyota Corolla XLi VVTi,3000000,Khairpur mir,2015,10000,Petrol,Not Available,Karachi,White,Local,1300,Medium,Low
43344,Suzuki Mehran VXR Euro II,1400000,Arifwala,2017,89900,Petrol,Not Available,Punjab,Graphite Grey,Local,796,Low,Medium
43345,Suzuki Mehran VXR Euro II,1150000,Lahore,2017,51000,Petrol,Not Available,Sindh,Solid White,Local,796,Low,Medium
43347,Honda City 1.3 i-VTEC,3190000,Faisalabad,2017,123286,Petrol,Not Available,Faisalabad,Urban Titanium,Local,1300,Medium,High
43350,Hyundai Sonata 2.5,11500000,Lahore,2023,7500,Petrol,Automatic,Lahore,Metallic Silver,Local,2500,High,Low
43351,KIA Sportage AWD,7300000,Lahore,2021,41000,Petrol,Automatic,Punjab,White,Local,2000,High,Low
43354,Toyota Corolla SE Limited,1700000,Abbottabad,1993,100000,Petrol,Automatic,Sindh,Brown,Imported,1500,Low,Medium
43357,Suzuki Mehran VX,630000,Lahore,2011,988888,Petrol,Not Available,Lahore,Black,Local,800,Low,High
43360,Suzuki Khyber,530000,Rawalpindi,1995,150000,Petrol,Not Available,Lahore,White,Local,1000,Low,High
43361,Mercedes Benz C Class C180,2970000,Karachi,2005,115519,Petrol,Automatic,Sindh,Blue,Local,1800,Medium,High
43363,Suzuki Bolan,550000,Lahore,2001,100000,Petrol,Not Available,Lahore,White,Local,800,Low,Medium
43364,Honda Civic Oriel 1.8 i-VTEC CVT,5200000,Gujrat,2018,90000,Petrol,Automatic,Islamabad,White,Local,1800,High,Medium
43365,DFSK Glory 580 Pro,5750000,Rawalpindi,2021,41000,Petrol,Automatic,Islamabad,Black,Local,1500,High,Low
43367,Suzuki Alto VXL AGS,2730000,Peshawar,2021,68000,Petrol,Automatic,Islamabad,Silver,Local,660,Medium,Medium
43369,Suzuki Mehran VXR,350000,Karachi,1999,1,Petrol,Not Available,Karachi,Snow White Pearl,Local,800,Low,Low
43371,Suzuki Wagon R VXL,2300000,Lahore,2017,47000,Petrol,Not Available,Punjab,Solid White,Local,1000,Medium,Low
43373,Toyota Corolla,2835000,Rawalpindi,2014,120000,Petrol,Automatic,Lahore,White,Local,1300,Medium,High
43378,Toyota Aqua G,3800000,Karachi,2014,118000,Hybrid,Automatic,Karachi,Green,Imported,1500,Medium,High
43379,Honda City Aspire 1.3 i-VTEC,3050000,Karachi,2015,89000,Petrol,Not Available,Sindh,Bronze,Local,1300,Medium,Medium
43380,Toyota Corolla Altis Automatic 1.6,3800000,Karachi,2017,76000,Petrol,Automatic,Sindh,Attitude Black,Local,1600,Medium,Medium
43384,Toyota Vitz,3379999,Islamabad,2019,135,Petrol,Automatic,Islamabad,Red,Imported,1000,Medium,Low
43385,Suzuki Mehran VXR (CNG),550000,Rahim yar khan,2002,150000,Petrol,Not Available,Sindh,Purple,Local,800,Low,High
43386,KIA Sportage FWD,7500000,Faisalabad,2021,30000,Petrol,Automatic,Islamabad,White,Local,1500,High,Low
43387,Toyota Corolla GLi 1.3 VVTi,3100000,Faisalabad,2015,130000,Petrol,Not Available,Islamabad,Attitude Black,Local,1300,Medium,High
43396,KIA Sportage FWD,7450000,Islamabad,2022,25500,Petrol,Automatic,Islamabad,White,Local,2000,High,Low
43400,Honda N Wgn G,3700000,Lahore,2021,10000,Petrol,Automatic,Un-Registered,Bronze,Imported,660,Medium,Low
43402,Honda Civic EXi,980000,Lahore,1998,150000,Petrol,Not Available,Faisalabad,Golden,Local,1500,Low,High
43406,Honda N Wgn G,3700000,Peshawar,2020,33000,Petrol,Automatic,Un-Registered,White,Imported,660,Medium,Low
43407,Toyota Corolla,655000,Fateh jang,2007,450000,Petrol,Not Available,Islamabad,White,Local,1300,Low,High
43410,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3600000,Gujranwala,2013,160000,Petrol,Automatic,Lahore,White,Local,1800,Medium,High
43411,Honda Civic Oriel 1.8 i-VTEC CVT,5150000,Lahore,2017,94500,Petrol,Automatic,Lahore,Crystal Black,Local,1800,High,Medium
43414,Toyota Corolla Altis Grande CVT-i 1.8,4700000,Quetta,2017,150000,Petrol,Automatic,Sindh,White,Local,1800,High,High
43416,Suzuki Alto VXR,2850000,Islamabad,2023,6000,Petrol,Not Available,Un-Registered,Grey,Local,660,Medium,Low
43417,Suzuki Swift DLX 1.3,2450000,Lahore,2015,100500,Petrol,Not Available,Lahore,Solid White,Local,1300,Medium,High
43419,Toyota Corolla GLi 1.3,2690000,Abbottabad,2006,150000,Petrol,Not Available,Islamabad,Silver,Local,1300,Medium,High
43421,Suzuki Cultus EURO II,1530000,Lahore,2015,106000,Petrol,Not Available,Lahore,White,Local,1000,Low,High
43422,Honda Civic Oriel 1.8 i-VTEC CVT,5250000,Faisalabad,2018,115000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,High
43426,Toyota Yaris ATIV CVT 1.3,4095000,Sialkot,2021,45000,Petrol,Automatic,Karachi,Silver,Local,1300,High,Low
43430,Suzuki Mehran VX Euro II,1400000,Faisalabad,2017,80000,Petrol,Not Available,Lahore,Grey,Local,800,Low,Medium
43431,Honda Civic Oriel 1.8 i-VTEC CVT,5750000,Gujrat,2018,61000,Petrol,Automatic,Lahore,White,Imported,1800,High,Medium
43432,Suzuki Cultus VXRi,1115000,Karachi,2010,130000,Not Available,Not Available,Sindh,Graphite Grey,Local,1000,Low,High
43433,Suzuki Baleno JXR,1350000,Islamabad,2005,180000,Petrol,Not Available,Punjab,Silky Silver,Local,1300,Low,High
43434,Mercedes Benz C Class C180,2100000,Islamabad,2001,254614,Petrol,Automatic,Rawalpindi,Dark Green,Local,1800,Low,High
43436,Suzuki Alto VXL AGS,2675000,Karachi,2021,49000,Petrol,Automatic,Karachi,Solid White,Local,660,Medium,Low
43438,Suzuki Baleno JXR,885000,Rahim yar khan,2003,150000,Petrol,Not Available,Sindh,White,Local,1300,Low,High
43439,Suzuki Alto VXR,2650000,Bahawalnagar,2023,17600,Petrol,Not Available,Punjab,White,Local,660,Medium,Low
43442,Suzuki Cultus VXR,1100000,Lahore,2006,42885,Petrol,Not Available,Lahore,Silver,Local,1000,Low,Low
43447,Hyundai Tucson AWD A/T Ultimate,8175000,Lahore,2022,3800,Petrol,Automatic,Punjab,Oxford Blue,Local,2000,High,Low
43451,Suzuki Swift DLX 1.3,1870000,Melsi,2012,120000,Petrol,Not Available,Punjab,Graphite Grey,Local,1300,Low,High
43453,Toyota Corolla,750000,Lahore,2017,34860,Petrol,Not Available,Sindh,Yellow,Imported,1000,Low,Low
43456,Suzuki Mehran VXR Euro II,1350000,Quaid abad,2017,10000,Petrol,Not Available,Lahore,White,Local,800,Low,Low
43458,Honda City EXi,1350000,Karachi,2002,140000,Petrol,Not Available,Karachi,Black,Local,1300,Low,High
43459,Suzuki Mehran VXR Euro II,1250000,Bahawalpur,2017,360000,Petrol,Not Available,Lahore,Graphite Grey,Local,796,Low,High
43461,Suzuki Alto VXR,1285000,Mandi bahauddin,2012,150000,Petrol,Not Available,Punjab,Graphite,Local,1000,Low,High
43463,Suzuki Cultus Limited Edition,1650000,Narowal,2016,90000,Petrol,Not Available,Punjab,Solid White,Local,1000,Low,Medium
43464,Toyota Aqua S,3350000,Karachi,2013,125632,Hybrid,Automatic,Karachi,Blue Metallic,Imported,1500,Medium,High
43465,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3200000,Bahawalpur,2014,85000,Petrol,Automatic,Karachi,Crystal Black,Local,1800,Medium,Medium
43467,Honda Vezel Hybrid Z,4700000,Multan,2014,150,Hybrid,Automatic,Sindh,Silver,Imported,1500,High,Low
43468,Suzuki Wagon R,3350000,Peshawar,2022,50000,Petrol,Automatic,Un-Registered,Silver,Imported,660,Medium,Low
43470,Suzuki Alto VXR,2540000,Rawalpindi,2022,30000,Petrol,Not Available,Islamabad,Solid White,Local,660,Medium,Low
43471,Honda Civic VTi 1.6,950000,Islamabad,1996,100000,Petrol,Not Available,Sindh,Silver,Local,1600,Low,Medium
43472,Suzuki Swift DLX Automatic 1.3 Navigation,2650000,Karachi,2017,64000,Petrol,Automatic,Karachi,Solid White,Local,1300,Medium,Medium
43474,Honda City i-DSI,1700000,Rawalpindi,2006,245000,Petrol,Not Available,Lahore,Black,Local,1300,Low,High
43475,Suzuki Alto VXR,1050000,Multan,2011,200,Petrol,Not Available,Sindh,Grey,Local,1000,Low,Low
43481,Daihatsu Cuore CX Eco,850000,Karachi,2007,200000,Petrol,Not Available,Karachi,Grey,Imported,800,Low,High
43482,Suzuki Mehran VXR,630000,Lahore,2005,70000,Petrol,Not Available,Lahore,Snow White Pearl,Local,800,Low,Medium
43484,Suzuki Mehran VX,425000,Khushab,1991,1234,Petrol,Not Available,Faisalabad,Grey,Local,800,Low,Low
43485,Honda Civic VTi Oriel 1.8 i-VTEC,2050000,Rawalpindi,2009,123456,Petrol,Not Available,Lahore,Black,Local,1800,Low,High
43486,Toyota Corolla GLi 1.3 VVTi,3450000,Lala musa,2015,130496,Petrol,Not Available,Islamabad,Black,Local,1300,Medium,High
43488,Toyota Corolla GLi Automatic 1.3 VVTi,4350000,Karachi,2019,41000,Petrol,Automatic,Sindh,White,Local,1300,High,Low
43490,Mercedes Benz C Class C180,1650000,Islamabad,1994,999999,Petrol,Not Available,Sindh,Blue,Imported,1800,Low,High
43491,Suzuki Bolan,1900000,Sahiwal,2023,17000,Petrol,Not Available,Punjab,White,Imported,800,Low,Low
43493,Suzuki Bolan VX,750000,Rawalpindi,2011,15000,Petrol,Not Available,Rawalpindi,Yellow,Local,800,Low,Low
43494,Suzuki Mehran VX Euro II,1350000,Multan,2017,28000,Petrol,Not Available,Punjab,Silky Silver,Local,796,Low,Low
43495,Daihatsu Mira,2200000,Rawalpindi,2014,89000,Petrol,Not Available,Multan,Silver,Imported,660,Low,Medium
43496,Toyota Corolla Altis Grande CVT-i 1.8,5350000,Vehari,2018,79000,Petrol,Automatic,Islamabad,White,Local,1800,High,Medium
43497,Daihatsu Mira L,3300000,Islamabad,2020,21000,Petrol,Automatic,Un-Registered,Black,Imported,660,Medium,Low
43498,Suzuki Alto VXR,2550000,Karachi,2023,6000,Petrol,Not Available,Sindh,Silver,Local,660,Medium,Low
43499,Toyota Corolla GLi 1.3 VVTi,3200000,Peshawar,2015,85000,Petrol,Not Available,Sindh,Grey Graphite,Imported,1300,Medium,Medium
43504,Honda Civic VTi Oriel 1.8 i-VTEC,3000000,Vehari,2012,124000,Petrol,Not Available,Lahore,Silky Silver,Local,1800,Medium,High
43511,Honda Civic EXi,699000,Karachi,2000,226000,Petrol,Not Available,Karachi,Dark Maroon,Local,1500,Low,High
43512,Honda City 1.3 i-VTEC,3685000,Gujranwala,2019,46000,Petrol,Not Available,Lahore,White,Local,1300,Medium,Low
